pct.rtd	SCM	num.SCMs	log.rem	wet.exceedances	dry.exceedances	GM.exceedances	mass.load	
744	25	BR-noinf	500	0.25	39.88888889	150.8333333	939	4.03E+22
745	25	BR-noinf	500	0.5	39.33333333	149.6666667	939	3.99E+22
746	25	BR-noinf	500	0.75	39	148.9444444	939	3.96E+22
747	25	BR-noinf	500	1	38.66666667	148.5555556	939	3.95E+22
748	25	BR-noinf	500	1.5	37.72222222	147.8888889	939	3.94E+22
749	25	BR-noinf	500	2	36.55555556	147.8333333	939	3.93E+22
750	25	BR-noinf	500	3	34.66666667	147.7222222	939	3.93E+22
751	25	BR-noinf	1000	-0.5	39.05555556	160.8888889	939	4.66E+22
752	25	BR-noinf	1000	-0.25	38.33333333	155.9444444	939	4.30E+22
753	25	BR-noinf	1000	0	37.72222222	153.0555556	939	4.10E+22
754	25	BR-noinf	1000	0.25	37.16666667	150.6111111	939	3.99E+22
755	25	BR-noinf	1000	0.5	36.94444444	149.4444444	939	3.93E+22
756	25	BR-noinf	1000	0.75	36.66666667	148.6666667	939	3.89E+22
757	25	BR-noinf	1000	1	35.94444444	148.2777778	939	3.87E+22
758	25	BR-noinf	1000	1.5	35.05555556	147.7222222	939	3.85E+22
759	25	BR-noinf	1000	2	34	147.7222222	939	3.85E+22
760	25	BR-noinf	1000	3	32.61111111	147.6666667	939	3.85E+22
761	25	BR-noinf	2500	-0.5	35.88888889	160.8888889	939	5.32E+22
762	25	BR-noinf	2500	-0.25	35.11111111	155.9444444	939	4.54E+22
763	25	BR-noinf	2500	0	34.38888889	153.0555556	939	4.10E+22
764	25	BR-noinf	2500	0.25	33.83333333	150.6111111	939	3.86E+22
765	25	BR-noinf	2500	0.5	33.44444444	149.5	939	3.72E+22
766	25	BR-noinf	2500	0.75	33.22222222	148.7222222	939	3.64E+22
767	25	BR-noinf	2500	1	32.66666667	148.3333333	939	3.60E+22
768	25	BR-noinf	2500	1.5	32.05555556	147.7777778	939	3.56E+22
769	25	BR-noinf	2500	2	31.55555556	147.7777778	939	3.55E+22
770	25	BR-noinf	2500	3	30.61111111	147.7222222	939	3.54E+22
771	25	BR-noinf	5000	-0.5	34.11111111	160.8888889	939	6.12E+22
772	25	BR-noinf	5000	-0.25	33.27777778	155.9444444	939	4.83E+22
773	25	BR-noinf	5000	0	32.5	153.0555556	939	4.10E+22
774	25	BR-noinf	5000	0.25	32.11111111	150.6111111	939	3.70E+22
775	25	BR-noinf	5000	0.5	31.94444444	149.5	939	3.47E+22
776	25	BR-noinf	5000	0.75	31.77777778	148.7222222	939	3.34E+22
777	25	BR-noinf	5000	1	31.55555556	148.3333333	939	3.26E+22
778	25	BR-noinf	5000	1.5	30.94444444	147.7777778	939	3.20E+22
779	25	BR-noinf	5000	2	30.77777778	147.7777778	939	3.18E+22
780	25	BR-noinf	5000	3	30.05555556	147.7222222	939	3.17E+22
781	25	BR-noinf	7500	-0.5	33.72222222	160.8888889	939	6.32E+22
782	25	BR-noinf	7500	-0.25	32.94444444	155.9444444	939	4.90E+22
783	25	BR-noinf	7500	0	32.05555556	153.0555556	939	4.10E+22
784	25	BR-noinf	7500	0.25	31.77777778	150.6111111	939	3.65E+22
785	25	BR-noinf	7500	0.5	31.5	149.5	939	3.40E+22
786	25	BR-noinf	7500	0.75	31.38888889	148.7222222	939	3.26E+22
787	25	BR-noinf	7500	1	31.16666667	148.3333333	939	3.18E+22
788	25	BR-noinf	7500	1.5	30.66666667	147.7777778	939	3.11E+22
789	25	BR-noinf	7500	2	30.38888889	147.7777778	939	3.09E+22
790	25	BR-noinf	7500	3	29.72222222	147.7222222	939	3.08E+22
791	25	BR-noinf	10000	-0.5	33.38888889	160.8888889	939	6.32E+22
792	25	BR-noinf	10000	-0.25	32.66666667	155.9444444	939	4.90E+22
793	25	BR-noinf	10000	0	31.72222222	153.0555556	939	4.10E+22
794	25	BR-noinf	10000	0.25	31.44444444	150.6111111	939	3.65E+22
795	25	BR-noinf	10000	0.5	31.16666667	149.5	939	3.40E+22
796	25	BR-noinf	10000	0.75	31.05555556	148.7222222	939	3.26E+22
797	25	BR-noinf	10000	1	30.83333333	148.3333333	939	3.18E+22
798	25	BR-noinf	10000	1.5	30.38888889	147.7777778	939	3.11E+22
799	25	BR-noinf	10000	2	30.16666667	147.7777778	939	3.09E+22
800	25	BR-noinf	10000	3	29.61111111	147.7222222	939	3.08E+22
801	25	BR-noinf	25000	-0.5	33.27777778	160.8888889	939	6.32E+22
802	25	BR-noinf	25000	-0.25	32.5	155.9444444	939	4.90E+22
803	25	BR-noinf	25000	0	31.55555556	153.0555556	939	4.10E+22
804	25	BR-noinf	25000	0.25	31.22222222	150.6666667	939	3.65E+22
805	25	BR-noinf	25000	0.5	31.05555556	149.5555556	939	3.40E+22
806	25	BR-noinf	25000	0.75	31	148.7777778	939	3.26E+22
807	25	BR-noinf	25000	1	30.77777778	148.3888889	939	3.18E+22
808	25	BR-noinf	25000	1.5	30.33333333	147.8333333	939	3.11E+22
809	25	BR-noinf	25000	2	30.16666667	147.8333333	939	3.09E+22
810	25	BR-noinf	25000	3	29.72222222	147.7777778	939	3.08E+22
811	25	BR-noinf	50000	-0.5	33.27777778	160.8888889	939	6.32E+22
812	25	BR-noinf	50000	-0.25	32.5	155.9444444	939	4.90E+22
813	25	BR-noinf	50000	0	31.55555556	153.0555556	939	4.10E+22
814	25	BR-noinf	50000	0.25	31.22222222	150.6666667	939	3.65E+22
815	25	BR-noinf	50000	0.5	31.05555556	149.5555556	939	3.40E+22
816	25	BR-noinf	50000	0.75	31	148.7777778	939	3.26E+22
817	25	BR-noinf	50000	1	30.77777778	148.3888889	939	3.18E+22
818	25	BR-noinf	50000	1.5	30.33333333	147.8333333	939	3.11E+22
819	25	BR-noinf	50000	2	30.16666667	147.8333333	939	3.09E+22
820	25	BR-noinf	50000	3	29.72222222	147.7777778	939	3.08E+22
821	25	BR-noinf	75000	-0.5	33.27777778	160.8888889	939	6.32E+22
822	25	BR-noinf	75000	-0.25	32.5	155.9444444	939	4.90E+22
823	25	BR-noinf	75000	0	31.55555556	153.0555556	939	4.10E+22
824	25	BR-noinf	75000	0.25	31.27777778	150.6666667	939	3.65E+22
825	25	BR-noinf	75000	0.5	31.05555556	149.5555556	939	3.40E+22
826	25	BR-noinf	75000	0.75	31	148.7777778	939	3.26E+22
827	25	BR-noinf	75000	1	30.77777778	148.3888889	939	3.18E+22
828	25	BR-noinf	75000	1.5	30.33333333	147.8333333	939	3.11E+22
829	25	BR-noinf	75000	2	30.16666667	147.8333333	939	3.09E+22
830	25	BR-noinf	75000	3	29.72222222	147.7777778	939	3.08E+22
831	25	BR-noinf	1.00E+05	-0.5	33.22222222	160.8888889	939	6.32E+22
832	25	BR-noinf	1.00E+05	-0.25	32.44444444	155.9444444	939	4.90E+22
833	25	BR-noinf	1.00E+05	0	31.5	153.0555556	939	4.10E+22
834	25	BR-noinf	1.00E+05	0.25	31.22222222	150.6666667	939	3.65E+22
835	25	BR-noinf	1.00E+05	0.5	31	149.5555556	939	3.40E+22
836	25	BR-noinf	1.00E+05	0.75	30.94444444	148.7777778	939	3.26E+22
837	25	BR-noinf	1.00E+05	1	30.72222222	148.3888889	939	3.18E+22
838	25	BR-noinf	1.00E+05	1.5	30.27777778	147.8333333	939	3.11E+22
839	25	BR-noinf	1.00E+05	2	30.11111111	147.8333333	939	3.09E+22
840	25	BR-noinf	1.00E+05	3	29.66666667	147.7777778	939	3.08E+22
